en,pt
"The integration of facies analysis, stratigraphic data, and subsidence history.","A integração de análise de fácies, dados estratigráficos e história de subsidência."
To ensure the quality of coastal population life and the effective protection of ecosystems and resources within it.,Para garantir a qualidade de vida da população costeira e a proteção eficaz dos ecossistemas e recursos dentro dela.
John Wood Group.,Grupo John Wood Group.
"It's being developed information gathering, including appraisal wells, extended well tests (EWT), early production systems (EPS), and a pilot project.","Está sendo desenvolvida a coleta de informações, incluindo poços de avaliação, testes de poços estendidos (EWT), sistemas de produção inicial (EPS) e um projeto piloto."
"Volcanic rocks like Vesicles, amygdales, vesicle cylinders, sub-horizontal vesicle sheets, autobreccias and entablature ","Rochas vulcânicas como vesículas, amígdalas, cilindros de vesículas, folhas de vesículas sub-horizontais, autobreccias e entablamento"
"Minor spills require smaller resources, in a smaller rage of time, whereas larger and less frequent spills must be attended to with strongest resources, in a larger period of time.","Derramamentos menores necessitam de menos recursos, em menores períodos de tempo enquanto derramamentos maiores e menos frequentes devem ser atendidos com maior volume de recursos durante um período de tempo maior."
Modec Inc and Schahin Petroleo e Gas SA.,Modec Inc e Schahin Petroleo e Gas SA.
The paleo-topography and tectonic controls.,A paleotopografia e os controles tectônicos.
At the offshore Manati field in the Camamu-Almada basin.,"No campo offshore de Manati, na bacia de Camamu-Almada."
The influence of power disconnects.,A influência das desconexões de energia.
"The technology used in the system allows proper injection proper water allocation, maintains production levels from the producer well, and prevents premature injection water break from the lower zone.","A tecnologia usada no sistema permite apropriada injeção adequada de água, mantêm os níveis de produção do poço produtor e previne a quebra prematura de injeção de água na zona inferior."
"The model estimates the risk of losing ecosystem services used by different stakeholder groups as a function of the climate threat, the value of the service defined by the stakeholder perception, and the vulnerability of each group in relation to a possible service loss. ","O modelo estima o risco de perda de serviços ecossistêmicos usados por diferentes grupos de partes interessadas em função da ameaça climática, o valor do serviço definido pela percepção das partes interessadas e a vulnerabilidade de cada grupo em relação a uma possível perda de serviço. "
In Bahia.,Na Bahia.
"Caisson foam management to enhance flowline lift, subsea demulsifier injection for viscosity reduction and alterations to gas-liquid subsea separation.","Gerenciamento de espuma de caixão para melhorar a elevação da linha de fluxo, injeção de demulsificador submarino para redução da viscosidade e alterações na separação submarina gás-líquido."
"To save time and cost during the mooring installation, highly used in in Brazil's Anchoring systems by Petrobras.","Para economizar tempo e custo na instalação da amarração, muito utilizada nos sistemas de ancoragem da Petrobras no Brasil."
Build in Brazil Initiative,Iniciativa Construir no Brasil
Because its presence in the area is due to long distance pollination.,Porque sua presença na região se dá a sua capacidade de polinização de longa distância.
"The Paranaguá estuarine complex in south Brazil, south-western Atlantic Ocean.","O complexo estuário de Paranaguá no sul do Brasil, sudoeste do Oceano Atlântico."
The ambiguities were resolved with the aid of ancillary information in a GIS (Geographic Information System) environment. ,As ambiguidades foram resolvidas com auxílio de informações auxiliares em ambiente de SIG (Sistema de Informação Geográfica).
In offshore deep waters,Em águas profundas offshore
To understand the emplacement of magma and its eventual extrusion at surface.,Para entender a deposição do magma e sua eventual extrusão para a superfície
"Some examples would be: smart completions and possibility to inject different chemical products in the wells; gas and water separated lines for each satellite injector; flexible subsea layout, allowing multiples strategies and the addition of more wells; FPSO plants designed to inject desulphated water, or to export, import or reinject me gas, and also to separate variable CO2 contents in the produced fluids.","Alguns exemplos seriam: completações inteligentes e possibilidade de injetar diversos produtos químicos nos poços; linhas separadas de gás e água para cada injetor de satélite; layout submarino flexível, permitindo estratégias múltiplas e a adição de mais poços; Plantas FPSO projetadas para injetar água dessulfatada, ou para exportar, importar ou reinjetar gás, e também para separar teores variáveis de CO2 nos fluidos produzidos."
For the transport of petroleum by-products.,Para o transporte de derivados do petróleo.
"From base to top by Autás-Mirim (Upper Ordovician neritic sandstones and shales); and Nhamundá (neritic sandstones of the glaciogenic deposits, of Llandovery and lower Wenlock) Formations; upper and lower Pitinga members, (upper and lower Llandovery marine Shales and diamictites and lower Ludlow); and Manacapuru Formation (neritic sandstones and pelitic rocks of upper Pridoli to Lochkovian)","Da base ao topo por Autás-Mirim (arenitos e folhelhos neríticos do Ordoviciano Superior); e Nhamundá (arenitos neríticos dos depósitos glaciogênicos, de Llandovery e baixo Wenlock); membros superiores e inferiores da Pitinga (Llandovery superior e inferior Xisto marinho e diamictitos e Ludlow inferior); e Formação Manacapuru (arenitos neríticos e rochas pelíticas de Pridoli superior a Lochkovian)"
"Is composed with the rivers Santa Maria da Vitória, Bubu, Itanguá and Aribiri.","É composto pelos rios Santa Maria da Vitória, Bubu, Itanguá and Aribiri."
It was developed using source rock characterizations.,Foram feitos usando caracterizações de rocha geradora.
"Life extension methodologies, heavy oil processing, oil and gas contaminants treatment, subsea boosting and separation systems, power distribution and transmission, that are part of Petrobras technologies ""gold list"".","Metodologias de extensão de vida, processamento de óleo pesado, tratamento de contaminantes de óleo e gás, sistemas submarinos de reforço e separação, distribuição e transmissão de energia, que fazem parte da ""lista de ouro"" de tecnologias da Petrobras."
The world's first all-electric intelligent completion installation was carried out in Brazil in May 2001.,A primeira instalação de conclusão inteligente totalmente elétrica do mundo foi realizada no Brasil em maio de 2001.
five.,cinco.
Hydropower.,Energia hidrelétrica 
Nine,Nove
teleconnections with cyclonic activity in the region of Newfoundland/Greenland; Relationship to Atlantic Ocean surface temperature anomalies; preseason rainfall and time series extrapolation by harmonic analysis.,teleconexões com atividade ciclônica na região de Newfoundland / Groenlândia; Relação com anomalias de temperatura da superfície do Oceano Atlântico; precipitação de pré-temporada e extrapolação de séries temporais por análise harmônica 
Changes in wind patterns affecting rainfall patterns in tropical regions such as central brazil.,Mudança nos padrões de ventos afetando  os regimes de chuvas em regiões tropicais como no brasil central 
"on exploration and production, postponing to 2009 its construction tenders for 28 deep-sea drilling rigs.","na área de exploração e produção, adiando para 2009 as licitações de construção de 28 sondas de perfuração em alto mar. "
"Helicopters, trucks, oil recovering boats, light boats, mechanical excavators, dredgers and 3,200 meters of retention booms were used.","Helicópteros, caminhões, barcos de recuperação de óleo, barcos leves, escavadeiras mecânicas, dragas e barreiras de retenção de 3.200 metros."
